n,t_ms,temp_C,pressure_hPa,altitude_m,max_altitude_m,descent_count,teensy_trigger,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,mag_x_uT,mag_y_uT,mag_z_uT,humidity_pct,sound_db,pitch_deg,roll_deg,heading_deg,t_s,dt_s,pitch_logged_deg,roll_logged_deg,pressure_ref_hpa,altitude_baro_m,altitude_logged_m,a_lin_ms2,altitude_fused_m,v_fused_ms,v_baro_ms,a_baro_ms2,pos_x_m,pos_y_m,pos_z_m,yaw_deg
189,105158,34.09,949.41,17.5,17.5,0,1,0.5293,-0.0164,0.9028,37.6,-32.29,-81.12,107,56,40,,,-30.378400000000003,-1.0407,321.3715,94.481,0.5,-30.3784,-1.0407,951.34,17.305221268470618,17.64,-2.4574359375294414,17.305221268470618,0.8125159750070496,1.7762940249511914,-0.6213366855623157,2.674486411708981,-28.55439241736245,17.305221268470618,321.3715
190,105658,34.02,949.36,17.94,17.94,0,1,0.4155,0.0587,0.8667,-76.66,-27.65,-8.79,99,44,42,,,-25.5622,3.8746,331.6237,94.981,0.5,-25.5622,3.8746,951.34,17.749323178745342,18.080000000000002,-2.2222770375762617,17.749323178745342,0.3634809776375856,1.6876880204749192,0.5333412464624026,2.6975065773645577,-30.892520909610433,17.749323178745342,331.6237
191,106158,34.03,949.22,19.22,19.22,0,1,0.3977,0.0714,0.9469,17.52,29.05,-9.28,89,44,39,,,-22.7246,4.3122,330.0716,95.481,0.5,-22.7246,4.3122,951.34,18.992909288945537,19.36,-1.2600805062798308,18.992909288945537,0.5921722401363114,2.309635271413594,1.1553522949264412,2.5933047202500954,-33.25511901784816,18.992909288945537,330.0716
192,106658,34.06,949.1,20.28,20.28,0,1,0.3568,0.1543,0.9546,10.5,-9.28,-37.23,92,43,30,,,-20.2531,9.1818,336.5875,95.981,0.5,-20.2531,9.1818,951.34,20.058958450158936,20.42,-0.9298998241492904,20.058958450158936,1.0324949905082308,2.8430403154013604,0.7114301416353968,2.5029812050215536,-35.57701916805721,20.058958450158936,336.5875
193,107158,34.1,948.9,22.07,22.07,0,1,0.4203,0.0936,0.9398,-33.14,0.92,-31.43,87,36,32,,,-23.990100000000005,5.6877,336.127,96.481,0.5,-23.9901,5.6877,951.34,21.835949604346897,22.21,-1.4291447928707157,21.835949604346897,1.2189702003982454,3.0210654130489907,-0.08810460675400122,2.4927881229388955,-37.83138356080849,21.835949604346897,336.127
194,107658,34.13,948.76,23.3,23.3,0,1,0.3645,0.1173,0.9635,20.51,3.6,-5.19,81,37,31,,,-20.5829,6.9412,335.3617,96.981,0.5,-20.5829,6.9412,951.34,23.080023863207927,23.44,-0.903337708185588,23.080023863207927,1.429846133752754,2.754935708647359,-0.08801642758388795,2.5404523935838657,-40.01531555938689,23.080023863207927,335.3617
195,108158,34.14,948.59,24.81,24.81,0,1,0.4049,0.1384,0.9055,-39.73,-18.01,-17.03,79,41,38,,,-23.8465,8.69,331.8417,97.481,0.5,-23.8465,8.69,951.34,24.590885312994256,24.95,-1.6854471791004997,24.590885312994256,1.3690980246233702,2.9330489854651027,0.7119867941588254,2.6437011234986167,-42.11267192581201,24.590885312994256,331.8417
196,108658,34.14,948.43,26.25,26.25,0,1,0.3881,0.1021,0.9359,-1.89,-0.98,0.98,77,42,42,,,-22.4032,6.2259,328.0916,97.981,0.5,-22.4032,6.2259,951.34,26.01307284867303,26.39,-1.3130734029767086,26.01307284867303,1.6306817163587388,3.4669225028061845,0.6232699584770707,2.8094617153818273,-44.12351653447434,26.01307284867303,328.0916
197,109158,34.15,948.2,28.25,28.25,0,1,0.4905,0.0842,0.9504,40.77,23.99,8.67,79,43,42,,,-27.207,5.0629,324.5521,98.481,0.5,-27.207,5.0629,951.34,28.05780781580044,28.39,-1.6765126729716473,28.05780781580044,1.7137232345626678,3.5563189439421734,-1.1549993300143022,2.9762377323347513,-46.080446595421606,28.05780781580044,324.5521
198,109658,34.17,948.03,29.79,29.79,0,1,0.4113,0.0789,0.9482,34.3,-42.24,61.1,80,36,34,,,-23.3776,4.7566,332.9137,98.981,0.5,-23.3776,4.7566,951.34,29.569391792615203,29.93,-1.3053230159491205,29.569391792615203,1.4780155419893657,2.3119231727918823,-0.8882823266078184,3.085927259580046,-48.00700185253302,29.569391792615203,332.9137
199,110158,34.15,947.94,30.58,30.58,0,1,0.4485,0.174,0.9015,19.04,11.41,50.11,87,40,31,,,-26.035,10.9244,337.4881,99.481,0.5,-26.035,10.9244,951.34,30.369730988592323,30.72,-1.9045890172420976,30.369730988592323,1.239826228023663,2.668036617334355,1.1569244797334655,3.182850781730213,-49.884330309532785,30.369730988592323,337.4881
200,110658,34.17,947.73,32.46,32.46,0,1,0.3853,0.1422,0.9246,5.43,-7.32,26.25,100,42,39,,,-22.3857,8.7434,338.7117,99.981,0.5,-22.3857,8.7434,951.34,32.23742840994956,32.6,-1.3849660465160323,32.23742840994956,1.521178020685547,3.4688476525253478,0.44553720714875666,3.358938663506674,-51.68673372896939,32.23742840994956,338.7117
201,111158,34.18,947.55,34.06,34.06,0,1,0.4077,0.0924,0.8994,3.05,-5.25,32.53,107,49,40,,,-24.272,5.8657,333.4506,100.481,0.5,-24.272,5.8657,951.34,33.83857864111767,34.2,-1.8058455040812418,33.83857864111767,1.450028120590988,3.1135738244831117,0.09014590718064852,3.603458242659621,-53.36842732876926,33.83857864111767,333.4506
202,111658,34.18,947.38,35.54,35.54,0,1,0.3737,0.1035,0.9706,37.9,17.4,36.38,106,55,42,,,-20.9493,6.0867,331.0191,100.981,0.5,-20.9493,6.0867,951.34,35.35100223443267,35.68,-0.8785722885222564,35.35100223443267,1.8601591707885718,3.5589935597059963,0.6239444335720137,3.850529095641042,-54.882417419291926,35.35100223443267,331.0191
203,112158,34.2,947.15,37.61,37.61,0,1,0.3116,0.1127,0.899,23.44,17.88,30.33,103,56,48,,,-18.9789,7.145400000000001,330.7779,101.481,0.5,-18.9789,7.1454,951.34,37.39757220082367,37.75,-1.3671141005496024,37.39757220082367,2.0302408330275554,3.7375182580551254,-0.6219075743894322,4.104437716746958,-56.17833821093217,37.39757220082367,330.7779
204,112658,34.2,946.96,39.3,39.3,0,1,0.348,0.106,0.9141,-34.48,-4.76,-55.36,103,55,43,,,-20.715,6.6145,330.5522,101.981,0.5,-20.715,6.6145,951.34,39.088520492487795,39.44,-1.364013020708253,39.088520492487795,1.877851543554474,2.937085985316564,-1.0670404995381801,4.392773897232191,-57.221056973603396,39.088520492487795,330.5522
205,113158,34.2,946.82,40.51,40.51,0,1,0.3207,0.0903,0.9343,-50.6,-5.68,-76.97,92,46,40,,,-18.8632,5.5205,332.0784,102.481,0.5,-18.8632,5.5205,951.34,40.33465818614023,40.65,-1.0508000578511676,40.33465818614023,1.7917935959249085,2.6704777585169452,0.3569962575582295,4.701475951051684,-58.028209120649876,40.33465818614023,332.0784
206,113658,34.21,946.66,41.99,41.99,0,1,0.3251,0.1178,0.887,-36.68,1.4,-51.27,75,34,32,,,-19.9674,7.565,336.118,102.981,0.5,-19.9674,7.565,951.34,41.75899825100474,42.13,-1.5432548916990574,41.75899825100474,1.7781381810085177,3.2940822428747936,-0.17741353987608477,5.0226076807115465,-58.617556929626815,41.75899825100474,336.118
207,114158,34.22,946.45,43.82,43.82,0,1,0.3702,0.1169,0.8812,-4.09,25.51,-15.5,69,39,34,,,-22.6098,7.5567,328.4821,103.481,0.5,-22.6098,7.5567,951.34,43.628740429015025,43.96,-1.8033150085570113,43.628740429015025,1.4153418573669616,2.4930642186408605,-1.4240041190721442,5.3691358020513595,-59.036916184558805,43.628740429015025,328.48210000000006
208,114658,34.24,946.38,44.41,44.41,0,1,0.3809,0.1277,0.9369,-3.54,-2.93,17.58,76,37,36,,,-21.941,7.7616,333.6005,103.981,0.5,-21.941,7.7616,951.34,44.2520624696456,44.55,-1.2480901397790345,44.2520624696456,1.1508905662525126,1.8700781238026494,0.08966770880235941,5.739712896354226,-59.36141403401376,44.2520624696456,333.6005
209,115158,34.25,946.24,45.69,45.69,0,1,0.3944,0.1238,0.915,4.27,-3.36,22.89,85,39,33,,,-23.1296,7.7054,335.2193,104.481,0.5,-23.1296,7.7054,951.34,45.498818552817674,45.83,-1.5477481887448707,45.498818552817674,1.1122549570677913,2.58273192744322,0.3566435685864846,6.126301372325445,-59.63372366326817,45.498818552817674,335.2193
210,115658,34.25,946.09,47.0,47.0,0,1,0.4055,0.1444,0.9468,26.31,-12.27,20.26,91,42,38,,,-22.9473,8.6716,335.8743,104.981,0.5,-22.9473,8.6716,951.34,46.83479439708882,47.14,-1.2390326768817483,46.83479439708882,1.070732976547656,2.226721692389134,-0.08845140491732195,6.529933659142964,-59.8769409578079,46.83479439708882,335.8743
211,116158,34.25,945.99,47.92,47.92,0,1,0.3809,0.1307,0.9177,26.37,-2.44,40.71,94,45,42,,,-22.3384,8.1056,334.3828,105.481,0.5,-22.3384,8.1056,951.34,47.72554024520681,48.06,-1.4498179038950738,47.72554024520681,1.0619761905753786,2.494280522525898,0.8023845928638522,6.956941967953058,-60.093326708989906,47.72554024520681,334.3828
212,116658,34.27,945.81,49.56,49.56,0,1,0.3695,0.1057,0.9205,12.51,10.74,57.19,99,48,42,,,-21.7417,6.5505,332.9256,105.981,0.5,-21.7417,6.5505,951.34,49.32907491961472,49.7,-1.3904345961699698,49.32907491961472,1.254208023411258,3.029106285252986,-0.08851513498205321,7.392306599979429,-60.24953441727516,49.32907491961472,332.9256
213,117158,34.28,945.65,50.96,50.96,0,1,0.3789,0.1162,0.9352,8.67,7.81,14.83,106,52,37,,,-21.9032,7.0828,333.3149,106.481,0.5,-21.9032,7.0828,951.34,50.754646530459794,51.1,-1.2673842351492826,50.754646530459794,1.2155990664056926,2.4057653875438447,-0.4447598754011892,7.809773751678302,-60.32081327705194,50.754646530459794,333.3149
214,117658,34.24,945.54,51.97,51.97,0,1,0.3755,0.1206,0.9237,-19.04,-1.04,-36.01,110,51,36,,,-21.9542,7.4386,335.1991,106.981,0.5,-21.9542,7.4386,951.34,51.734840307158564,52.11,-1.3707184457817663,51.734840307158564,1.2149420322938052,2.584346409851797,0.7136473897867077,8.208598700686954,-60.31414892451173,51.734840307158564,335.19910000000004
215,118158,34.27,945.36,53.51,53.51,0,1,0.3455,0.1145,0.9266,-29.11,-13.61,-44.37,104,46,38,,,-20.3072,7.0443,336.3971,107.481,0.5,-20.3072,7.0443,951.34,53.33899294031159,53.65,-1.2145077002244646,53.33899294031159,1.4449297138978991,3.1194127773305524,-0.35594631074290106,8.59958601276896,-60.22372325707357,53.33899294031159,336.3971
216,118658,34.25,945.19,55.05,55.05,0,1,0.3647,0.1189,0.9075,-17.21,-11.41,-36.32,93,44,36,,,-21.7257,7.4643,334.5263,107.981,0.5,-21.7257,7.4643,951.34,54.854253084489116,55.19,-1.4961792937058358,54.854253084489116,1.2073600777329527,2.228400099108896,-0.9798462674353772,8.985902389515502,-60.03612611016567,54.854253084489116,334.5263
217,119158,34.25,945.11,55.74,55.74,0,1,0.3429,0.1162,0.8871,-11.9,2.87,-18.55,85,42,38,,,-20.9701,7.462599999999999,333.2961,108.481,0.5,-20.9701,7.4626,951.34,55.56739303942049,55.88,-1.6190741918139009,55.56739303942049,0.9784041578490599,2.1395665098951753,-0.3561751400248241,9.367599395213484,-59.75861109215978,55.56739303942049,333.2961
218,119658,34.31,944.95,57.18,57.18,0,1,0.3823,0.1267,0.889,-5.62,0.49,9.7,83,41,40,,,-23.061,8.1112,333.0883,108.981,0.5,-23.061,8.1112,951.34,56.99381959438429,57.32,-1.7669295528084197,56.99381959438429,0.6873679073245906,1.8722249590840718,-1.4262798948813398,9.745579589263851,-59.41342584412865,56.99381959438429,333.0883
219,120158,34.31,944.9,57.64,57.64,0,1,0.2333,0.0842,0.6042,13.92,6.84,36.38,86,37,38,,,-20.9286,7.9335,337.6047,109.481,0.5,-20.9286,7.9335,951.34,57.43961799850456,57.78,-4.16573192255944,57.43961799850456,-0.6925698309654743,0.7132866150138355,-1.3372416605012702,10.11850573743942,-58.97512853597286,57.43961799850456,337.6047
220,120658,34.31,944.87,57.87,57.87,0,1,0.3154,0.1354,0.8021,17.09,-1.77,10.44,91,43,40,,,-21.1929,9.5816,336.4232,109.981,0.5,-21.1929,9.5816,951.34,57.70710620939813,58.01,-2.3792592738101046,57.70710620939813,-1.0764718790527508,0.5349832985828016,-0.17828956244105143,10.498096206262325,-58.386088812437094,57.70710620939813,336.4232
221,121158,34.32,944.84,58.19,58.19,0,1,0.3743,0.1068,0.9067,-3.42,7.87,14.53,97,43,38,,,-22.2927,6.7179,335.5283,110.481,0.5,-22.2927,6.7179,951.34,57.97460129708736,58.33,-1.5583392580265172,57.97460129708736,-1.0587619878530783,0.5349970525727841,-0.1783124837381891,10.886662335912773,-57.70053614076835,57.97460129708736,335.5283
222,121658,34.32,944.81,58.47,58.47,0,1,0.3698,0.1351,0.9221,-13.37,1.46,-3.3,97,42,38,,,-21.6434,8.3353,337.6871,110.981,0.5,-21.6434,8.3353,951.34,58.24210326197091,58.61,-1.3487106038464305,58.24210326197091,-1.0365212549026583,0.3566708148446125,-0.35665858846108733,11.263579633229574,-57.01140054693127,58.24210326197091,337.6871
223,122158,34.34,944.8,58.49,58.49,0,1,0.3923,0.1167,0.9124,-0.18,-6.23,-7.08,98,42,35,,,-23.0978,7.2888,336.8332,111.481,0.5,-23.0978,7.2888,951.34,58.33127211193197,58.63,-1.5721965698934093,58.33127211193197,-1.1556335385290097,0.17833846411169674,-0.8025074230347187,11.622146705270794,-56.34829302361737,58.33127211193197,336.8332
224,122658,34.35,944.79,58.63,58.63,0,1,0.365,0.1207,0.9579,-10.5,1.1,-13.92,92,42,39,,,-20.7092,7.1817,335.4278,111.981,0.5,-20.7092,7.1817,951.34,58.42044172608261,58.77,-0.9617754384041826,58.42044172608261,-1.2396263745507694,-0.4458366081901062,-0.6241788931069436,11.957790032945612,-55.70869067919682,58.42044172608261,335.4278
225,123158,34.35,944.85,58.08,58.63,0,1,0.3915,0.141,0.9025,-2.26,-10.01,-15.69,93,42,39,,,-23.1998,8.8797,336.6233,112.481,0.5,-23.1998,8.8797,951.34,57.88543550374187,58.22,-1.651135003709898,57.88543550374187,-1.5254093939355613,-0.4458404289952469,0.5350024015355999,12.276979371020678,-55.08393155693085,57.88543550374187,336.6233
226,123658,34.35,944.84,58.19,58.63,0,1,0.373,0.1409,0.9296,5.0,7.45,-9.28,91,42,38,,,-21.6391,8.6188,336.1479,112.981,0.5,-21.6391,8.6188,951.34,57.97460129708736,58.33,-1.2776197603605617,57.97460129708736,-1.413090918295397,0.08916579334549368,0.5350069864712594,12.601886131950522,-54.48125423789611,57.97460129708736,336.1479
227,124158,34.36,944.84,58.17,58.63,0,1,0.3491,0.1237,0.8755,1.4,0.49,12.15,92,42,33,,,-21.5452,8.0421,336.0894,113.481,0.5,-21.5452,8.0421,951.34,57.97460129708736,58.31,-1.762296700814771,57.97460129708736,-1.4997706599765175,0.08916655747601254,-0.2674966159158103,12.935985603579262,-53.88122888454302,57.97460129708736,336.0894
228,124658,34.36,944.83,58.28,58.63,0,1,0.3713,0.1083,0.906,-6.23,4.46,25.94,92,42,34,,,-22.1427,6.8166,334.9422,113.981,0.5,-22.1427,6.8166,951.34,58.06376785456337,58.42,-1.5509366637481208,58.06376785456337,-1.576269602090491,-0.17833082257031663,0.2675073140432218,13.255730483579265,-53.25580274316553,58.06376785456337,334.9422
229,125158,34.36,944.86,57.98,58.63,0,1,0.3706,0.1401,0.9072,20.45,7.02,19.47,96,42,34,,,-21.985100000000003,8.7789,337.7502,114.481,0.5,-21.9851,8.7789,951.34,57.796270474517044,58.12,-1.5055676620654197,57.796270474517044,-1.4338109982423892,0.35667387151923435,0.8025020741358802,13.548985214141563,-52.61527801595429,57.796270474517044,337.75020000000006
230,125658,34.38,944.79,58.61,58.63,0,1,0.3641,0.1335,0.9407,11.11,3.05,3.42,100,42,42,,,-20.967500000000005,8.0772,338.3847,114.981,0.5,-20.9675,8.0772,951.34,58.42044172608261,58.75,-1.1282068370773406,58.42044172608261,-1.1238858606655187,0.6241712515655635,1.222729403593803e-05,13.836632953412767,-51.9704363056527,58.42044172608261,338.3847
231,126158,34.36,944.79,58.63,58.63,0,1,0.3682,0.1139,0.9209,-6.96,5.0,-12.02,102,45,38,,,-21.6433,7.0507,336.1572,115.481,0.5,-21.6433,7.0507,951.34,58.42044172608261,58.77,-1.373649092461062,58.42044172608261,-1.088244904992943,0.3566860988132703,-0.7133408657161979,14.117949535896553,-51.31362672620975,58.42044172608261,336.1572
232,126658,34.38,944.75,58.93,58.93,0,1,0.3566,0.0933,0.9114,-15.69,-10.19,-35.22,91,43,42,,,-21.2676,5.845,333.0115,115.981,0.5,-21.2676,5.845,951.34,58.77712782489588,59.07,-1.4395291117805118,58.77712782489588,-1.2350628453056776,-0.0891696141506344,-0.624201819266645,14.357736365683227,-50.633106892098,58.77712782489588,333.0115
233,127158,34.36,944.8,58.53,58.93,0,1,0.3513,0.1198,0.8971,-17.7,-10.86,-56.82,77,42,40,,,-21.2137,7.606400000000001,330.0604,116.481,0.5,-21.2137,7.6064,951.34,58.33127211193197,58.67,-1.5465491323313127,58.33127211193197,-1.4280635144653475,-0.2675157204533747,0.4458526560530345,14.544454015583089,-49.91882903458685,58.33127211193197,330.0604
234,127658,34.38,944.78,58.75,58.93,0,1,0.332,0.1108,0.908,-25.21,10.86,-61.71,68,44,45,,,-19.9482,6.957200000000001,323.6496,116.981,0.5,-19.9482,6.9572,951.34,58.5096121044425,58.89,-1.3570229677966332,58.5096121044425,-1.2854889849416427,0.3566830419024001,0.713379075839633,14.701299145178233,-49.161112355830596,58.5096121044425,323.6496
235,128158,34.39,944.76,58.85,58.93,0,1,0.297,0.1147,0.9297,-7.69,7.75,-23.86,60,49,46,,,-17.5914,7.0332,316.5282,117.481,0.5,-17.5914,7.0332,951.34,58.68795515383437,58.99,-0.9901241933585663,58.68795515383437,-1.0384129359518643,0.4458633553862583,-1.0700368986494126,14.848417312725033,-48.329727745575894,58.68795515383437,316.5282
236,128658,34.38,944.73,59.12,59.12,0,1,0.3514,0.1306,0.8892,0.12,-4.21,-2.08,59,51,45,,,-21.3551,8.3555,313.0739,117.981,0.5,-21.3551,8.3555,951.34,58.95547545982876,59.26,-1.6205740585189772,58.95547545982876,-1.4702512623899062,-0.7133538567470126,-0.9808970891324122,14.998263308348694,-47.423547048474916,58.95547545982876,313.0739
237,129158,34.38,944.84,58.16,59.12,0,1,0.3806,0.1278,0.9424,-1.77,-3.3,0.85,58,47,47,,,-21.8113,7.722799999999999,313.8967,118.481,0.5,-21.8113,7.7228,951.34,57.97460129708736,58.3,-1.188142322052649,57.97460129708736,-1.5545595268595385,-0.5350337337461539,0.8025204142230251,15.15111203598801,-46.51383034937305,57.97460129708736,313.8967
238,129658,34.34,944.79,58.6,59.12,0,1,0.3278,0.1017,0.9174,-7.51,0.98,1.77,58,47,43,,,-19.5519,6.3258,315.1103,118.981,0.5,-19.5519,6.3258,951.34,58.42044172608261,58.74,-1.2481867372686977,58.42044172608261,-1.4227130778372543,0.08916655747601254,0.3566952696344572,15.287714639409089,-45.62879887785357,58.42044172608261,315.1103
239,130158,34.35,944.83,58.3,59.12,0,1,0.3584,0.1217,0.9457,-11.6,1.77,-2.99,61,49,48,,,-20.6002,7.333,315.0613,119.481,0.5,-20.6002,7.333,951.34,58.06376785456337,58.44,-1.061562890761583,58.06376785456337,-1.361775836849263,-0.17833846411169674,0.5350207417949875,15.39664607154398,-44.7373010195692,58.06376785456337,315.0613000000001
240,130658,34.34,944.81,58.44,59.12,0,1,0.3074,0.1248,0.9288,6.47,-11.05,-3.23,62,51,44,,,-18.1604,7.652800000000001,316.8262,119.981,0.5,-18.1604,7.6528,951.34,58.24210326197091,58.58,-1.0299097392199428,58.24210326197091,-1.043091371215823,0.624187299271,3.056704159121182e-06,15.495081261011023,-43.82358982253953,58.24210326197091,316.8262
241,131158,34.35,944.76,58.86,59.12,0,1,0.3328,0.1063,0.9315,1.04,1.46,2.81,65,50,45,,,-19.5433,6.510300000000001,317.4543,120.481,0.5,-19.5433,6.5103,951.34,58.68795515383437,59.0,-1.116994846129592,58.68795515383437,-1.1271709986562586,-0.17833540740753762,-1.4267069493635063,15.593699093821819,-42.873116482528076,58.68795515383437,317.4543
242,131658,34.38,944.83,58.22,59.12,0,1,0.3456,0.1094,0.9426,2.87,0.24,7.63,62,48,39,,,-20.0117,6.6202,317.5998,120.981,0.5,-20.0117,6.6202,951.34,58.06376785456337,58.36,-1.0505358555617919,58.06376785456337,-1.3691325009889386,-0.8025196500925063,0.35667081481507523,15.672865015597207,-41.89790571834857,58.06376785456337,317.5998
243,132158,34.38,944.85,58.05,59.12,0,1,0.3662,0.1191,0.9355,8.97,2.5,-7.63,61,47,44,,,-21.221900000000005,7.2554,316.6417,121.481,0.5,-21.2219,7.2554,951.34,57.88543550374187,58.19,-1.2053962751401361,57.88543550374187,-1.2551086232368254,0.17833540740753762,1.2483562582826124,15.721722024963302,-40.94006858063443,57.88543550374187,316.6417
244,132658,34.38,944.81,58.42,59.12,0,1,0.3408,0.1138,0.99,-11.29,6.65,-28.38,59,50,47,,,-18.8802,6.5573,313.76,121.981,0.5,-18.8802,6.5573,951.34,58.24210326197091,58.56,-0.5305199061326442,58.24210326197091,-0.8649668481387296,0.4458366081901062,0.08917343506405473,15.747699617863557,-40.01382148670575,58.24210326197091,313.76
245,133158,34.36,944.8,58.51,59.12,0,1,0.349,0.1158,0.9196,-16.48,-6.04,-8.73,58,52,46,,,-20.6333,7.177200000000001,311.0868,122.481,0.5,-20.6333,7.1772,951.34,58.33127211193197,58.65,-1.3021072292532194,58.33127211193197,-0.9215106943530288,0.26750884247159235,-0.5350054581511685,15.756333191550855,-39.10459681707101,58.33127211193197,311.0868
246,133658,34.38,944.78,58.66,59.12,0,1,0.3939,0.1488,0.9448,3.48,-19.04,-3.6,60,57,47,,,-22.3837,8.9502,309.2543,122.981,0.5,-22.3837,8.9502,951.34,58.5096121044425,58.8,-1.202221064606953,58.5096121044425,-1.0448037677580244,-0.08916884996106234,-0.1783376998925874,15.760256578792568,-38.23794143773364,58.5096121044425,309.2543
247,134158,34.38,944.81,58.46,59.12,0,1,0.4364,0.1135,0.8602,-1.04,33.45,-3.11,62,47,43,,,-26.7008,7.5165,313.5605,123.481,0.5,-26.7008,7.5165,951.34,58.24210326197091,58.6,-2.360649172915549,58.24210326197091,-1.4536951886175309,0.08917114257900494,0.4458488350116596,15.755733691455738,-37.48829343680967,58.24210326197091,313.5605
248,134658,34.38,944.77,58.76,59.12,0,1,0.3234,0.1476,0.9807,11.9,38.88,11.35,64,44,45,,,-18.0607,8.559,323.9057,123.981,0.5,-18.0607,8.559,951.34,58.59878324702151,58.9,-0.5307669786879547,58.59878324702151,-1.02715912362414,0.3566799850505973,-0.4458511276296022,15.738523001584639,-36.84554272586894,58.59878324702151,323.9057
249,135158,34.39,944.77,58.8,59.12,0,1,0.4149,0.1498,0.8951,10.44,-58.11,37.84,69,39,39,,,-24.5683,9.5007,329.0793,124.481,0.5,-24.5683,9.5007,951.34,58.59878324702151,58.94,-1.8339409450651196,58.59878324702151,-1.414979725787999,-0.3566799850505973,-0.6241911201401322,15.741401317893011,-36.24721809309034,58.59878324702151,329.07930000000005
250,135658,34.38,944.81,58.45,59.12,0,1,0.4451,0.1378,0.8032,30.03,6.53,64.76,75,40,41,,,-28.6424,9.7351,329.4403,124.981,0.5,-28.6424,9.7351,951.34,58.24210326197091,58.59,-3.009659385562816,58.24210326197091,-2.035709990742783,-0.26751113508953495,0.26751189926434193,15.760216936578875,-35.74637468277115,58.24210326197091,329.4403
251,136158,34.38,944.8,58.53,59.12,0,1,0.3112,0.1335,1.0486,79.41,51.94,125.85,89,45,40,,,-16.404400000000003,7.2554,333.696,125.481,0.5,-16.4044,7.2554,951.34,58.33127211193197,58.67,0.20215281725444978,58.33127211193197,-1.3194784166724574,-0.08916808578625535,0.08917419934221726,15.775477066725596,-35.331703055125274,58.33127211193197,333.696
252,136658,34.38,944.82,58.35,59.12,0,1,0.3052,0.1312,0.9641,37.11,8.79,123.84,112,57,40,,,-17.4153,7.749500000000001,333.7421,125.981,0.5,-17.4153,7.7495,951.34,58.152935176184656,58.49,-0.6501186258346485,58.152935176184656,-1.1558041316422938,-0.17833693574731768,0.8025341698272968,15.810229696756544,-34.84719566763175,58.152935176184656,333.7421
253,137158,34.39,944.82,58.39,59.12,0,1,0.4622,0.1287,0.8,37.66,-29.48,50.35,113,64,47,,,-29.701100000000004,9.1392,327.4375,126.481,0.5,-29.7011,9.1392,951.34,58.152935176184656,58.53,-3.1507409850783588,58.152935176184656,-1.5829943881073016,0.7133660840410414,0.26750502153357303,15.853255960625866,-34.31389516592759,58.152935176184656,327.4375
254,137658,34.38,944.74,59.06,59.12,0,1,0.4338,0.1274,0.9156,19.84,28.99,23.56,98,79,50,,,-25.1391,7.9215,315.5166,126.981,0.5,-25.1391,7.9215,951.34,58.8663012602257,59.2,-1.729300170703582,58.8663012602257,-1.6020402870439767,0.08916808578625535,-0.9808840972452302,15.856720416881124,-33.89295359481139,58.8663012602257,315.5166
255,138158,34.38,944.81,58.42,59.12,0,1,0.4047,0.1427,0.9579,45.65,-2.08,52.61,82,78,50,,,-22.6788,8.4731,310.6383,127.481,0.5,-22.6788,8.4731,951.34,58.24210326197091,58.56,-1.118370399021636,58.24210326197091,-1.5299896621045928,-0.2675180132041888,7.641748069886489e-07,15.81946517711473,-33.59385010720575,58.24210326197091,310.6383
256,138658,34.39,944.77,58.79,59.12,0,1,0.4001,0.131,0.9238,20.39,13.12,42.66,66,73,47,,,-23.2103,8.071,303.9609,127.981,0.5,-23.2103,8.071,951.34,58.59878324702151,58.93,-1.4733847090156764,58.59878324702151,-1.4813983944212665,0.08916884996106234,6.878114653829925e-06,15.76843885180243,-33.34142212157013,58.59878324702151,303.9609
257,139158,34.39,944.8,58.52,59.12,0,1,0.3665,0.0948,0.8719,5.19,3.78,63.29,56,56,45,,,-22.6792,6.2053,305.0897,128.481,0.5,-22.6792,6.2053,951.34,58.33127211193197,58.660000000000004,-1.9042691620258974,58.33127211193197,-1.7115256953193219,-0.26751113508953495,-0.08916884996106234,15.691733620923074,-33.08762756467803,58.33127211193197,305.0897
258,139658,34.39,944.8,58.53,59.12,0,1,0.4144,0.1504,0.8994,32.47,-4.27,65.19,63,55,46,,,-24.439,9.4933,311.6823,128.981,0.5,-24.439,9.4933,951.34,58.33127211193197,58.67,-1.7844032063473434,58.33127211193197,-1.7358181989953292,0.0,6.877720934994613e-06,15.580358168694616,-32.82067114382397,58.33127211193197,311.6823
259,140158,34.38,944.8,58.56,59.12,0,1,0.3694,0.119,0.9213,29.36,-13.12,44.49,62,47,45,,,-21.6853,7.359899999999999,316.923,129.481,0.5,-21.6853,7.3599,951.34,58.33127211193197,58.7,-1.3703431794413157,58.33127211193197,-1.7031612782668581,-0.26750425736859995,0.17833999251053,15.458743478277185,-32.55397554332683,58.33127211193197,316.923
260,140658,34.38,944.83,58.3,59.12,0,1,0.4066,0.1033,0.938,24.84,23.56,74.16,69,43,47,,,-23.3098,6.2845,321.9606,129.981,0.5,-23.3098,6.2845,951.34,58.06376785456337,58.44,-1.3757185819570852,58.06376785456337,-1.5345670486600906,0.17833999251053,1.2483868265348974,15.316407141790833,-32.27531165449051,58.06376785456337,321.9606
