n,t_ms,temp_C,pressure_hPa,altitude_m,max_altitude_m,descent_count,teensy_trigger,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,mag_x_uT,mag_y_uT,mag_z_uT,humidity_pct,sound_db,pitch_deg,roll_deg,heading_deg,t_s,dt_s,pitch_logged_deg,roll_logged_deg,pressure_ref_hpa,altitude_baro_m,altitude_logged_m,a_lin_ms2,altitude_fused_m,v_fused_ms,v_baro_ms,a_baro_ms2,pos_x_m,pos_y_m,pos_z_m,yaw_deg
112,66658,32.95,951.47,-0.81,0.12,0,0,-0.0305,-0.085,0.9899,-0.24,0.12,-0.18,120,105,34,,,1.7583,-4.9078,318.4556,55.981,0.5,1.7583,-4.9078,951.34,-0.9753359155924279,-0.67,0.044260058215889575,-0.9753359155924279,0.13242725768691863,0.44331564261975487,0.3546540231192097,0.0,0.0,-0.9753359155924279,318.4556
113,67158,32.96,951.44,-0.48,0.12,0,0,-0.0309,-0.0854,0.991,-0.31,0.12,-0.24,122,107,35,,,1.7793,-4.9253,318.386,56.481,0.5,1.7793,-4.9253,951.34,-0.7093442664382188,-0.33999999999999997,0.054745634340144594,-0.7093442664382188,0.16564238709119558,0.17732701155960484,-0.8866312852395097,0.0,0.0,-0.7093442664382188,318.3860000000001
114,67658,32.97,951.45,-0.64,0.12,0,0,-0.0299,-0.0857,0.9911,-0.31,0.18,-0.24,120,105,37,,,1.7216,-4.942,318.3986,56.981,0.5,1.7216,-4.942,951.34,-0.7980089040328231,-0.5,0.05674306539169524,-0.7980089040328231,-0.01842926768188949,-0.44331564261975487,-0.2659908946110079,0.0,0.0,-0.7980089040328231,318.3986
115,68158,32.95,951.49,-0.96,0.12,0,0,-0.0306,-0.0841,0.9923,-0.31,0.18,-0.24,121,108,32,,,1.76,-4.8444,317.9432,57.481,0.5,1.76,-4.8444,951.34,-1.1526599090579737,-0.82,0.06735965976586078,-1.1526599090579737,-0.019387586216440413,-0.08866388305140305,0.7979666476449054,0.0,0.0,-1.1526599090579737,317.9432
116,68658,32.96,951.46,-0.7,0.12,0,0,-0.0302,-0.0858,0.9904,-0.31,0.12,-0.18,121,107,34,,,1.7401,-4.9513,318.159,57.981,0.5,1.7401,-4.9513,951.34,-0.8866727870842261,-0.5599999999999999,0.04965479105115883,-0.8866727870842261,0.12184354121447619,0.35465100502515057,0.08866388305140305,0.0,0.0,-0.8866727870842261,318.15900000000005
117,69158,32.99,951.45,-0.61,0.12,0,0,-0.0308,-0.0852,0.9912,-0.24,0.12,-0.24,121,107,33,,,1.7733000000000003,-4.9129,318.1835,58.481,0.5,1.7733,-4.9129,951.34,-0.7980089040328231,-0.47,0.05673636539050475,-0.7980089040328231,0.10014114927315237,0.0,-0.26598636743054627,0.0,0.0,-0.7980089040328231,318.1835
118,69658,32.99,951.46,-0.72,0.12,0,0,-0.0299,-0.0848,0.9917,-0.31,0.18,-0.18,122,105,33,,,1.7207,-4.8875,318.9337,58.981,0.5,1.7207,-4.8875,951.34,-0.8866727870842261,-0.58,0.062347208252087144,-0.8866727870842261,0.11709804813099874,0.0886646375946043,-0.17732550250273205,0.0,0.0,-0.8866727870842261,318.9337
119,70158,33.04,951.44,-0.49,0.12,0,0,-0.031,-0.0847,0.9908,-0.31,0.24,-0.18,119,107,38,,,1.7856000000000003,-4.8861,317.6416,59.481,0.5,1.7856,-4.8861,951.34,-0.7093442664382188,-0.35,0.052497699827133135,-0.7093442664382188,0.03645609786213286,-0.17732550250273205,-0.4433186607433437,0.0,0.0,-0.7093442664382188,317.6416
120,70658,33.06,951.48,-0.86,0.12,0,0,-0.0305,-0.0839,0.9911,-0.18,0.06,-0.18,121,106,32,,,1.7564,-4.838700000000001,318.4636,59.981,0.5,1.7564,-4.8387,951.34,-1.0639982895869582,-0.72,0.055673150232026014,-1.0639982895869582,-0.07535622573081588,-0.3546540231487394,0.5319795256514714,0.0,0.0,-1.0639982895869582,318.4636
121,71158,33.07,951.48,-0.82,0.12,0,0,-0.0309,-0.084,0.9911,-0.24,0.18,-0.18,121,106,32,,,1.7794,-4.844500000000001,318.4668,60.481,0.5,1.7794,-4.8445,951.34,-1.0639982895869582,-0.6799999999999999,0.055325675520657674,-1.0639982895869582,0.08642241573592176,0.3546540231487394,0.8866395852245668,0.0,0.0,-1.0639982895869582,318.4668
122,71658,33.09,951.44,-0.55,0.12,0,0,-0.03,-0.0836,0.9911,-0.18,0.18,-0.18,120,107,34,,,1.7276,-4.821500000000001,317.9343,60.981,0.5,1.7276,-4.8215,951.34,-0.7093442664382188,-0.41000000000000003,0.05605550859132985,-0.7093442664382188,0.25362863404633357,0.5319855620758274,-0.5319825437947467,0.0,0.0,-0.7093442664382188,317.9343
123,72158,33.1,951.42,-0.34,0.12,0,0,-0.0315,-0.0842,0.991,-0.24,0.18,-0.18,119,104,36,,,1.8141,-4.8565,318.4689,61.481,0.5,1.8141,-4.8565,951.34,-0.5320127275111308,-0.2,0.05383714084148983,-0.5320127275111308,0.12792196276271656,-0.17732852064600735,-0.7979817385975196,0.0,0.0,-0.5320127275111308,318.4689
124,72658,33.13,951.46,-0.68,0.12,0,0,-0.0299,-0.0848,0.9907,-0.18,0.18,-0.18,121,107,33,,,1.7224,-4.8924,318.1769,61.981,0.5,1.7224,-4.8924,951.34,-0.8866727870842261,-0.54,0.05257770989780036,-0.8866727870842261,0.014141819633847086,-0.2659961765216923,3.01814327530181e-06,0.0,0.0,-0.8866727870842261,318.1769
125,73158,33.14,951.45,-0.58,0.12,0,0,-0.0309,-0.0842,0.9905,-0.18,0.24,-0.12,121,104,41,,,1.7804,-4.8589,318.8565,62.481,0.5,1.7804,-4.8589,951.34,-0.7980089040328231,-0.43999999999999995,0.04951967742130724,-0.7980089040328231,-0.033174061937910206,-0.17732550250273205,6.790967557179783e-06,0.0,0.0,-0.7980089040328231,318.8565
126,73658,33.14,951.48,-0.84,0.12,0,0,-0.0299,-0.0851,0.9917,-0.24,0.18,-0.18,119,106,34,,,1.7206,-4.9047,317.9491,62.981,0.5,1.7206,-4.9047,951.34,-1.0639982895869582,-0.7,0.06243254449360225,-1.0639982895869582,-0.08996832164545107,-0.2659893855541351,0.2659878764972623,0.0,0.0,-1.0639982895869582,317.9491
127,74158,33.17,951.48,-0.88,0.12,0,0,-0.0304,-0.084,0.9901,-0.24,0.12,-0.18,121,109,34,,,1.7524,-4.8494,317.6554,63.481,0.5,1.7524,-4.8494,951.34,-1.0639982895869582,-0.74,0.04602458630875611,-1.0639982895869582,-0.015083227662538598,0.08866237399453025,0.44331488805686714,0.0,0.0,-1.0639982895869582,317.65540000000004
128,74658,33.2,951.47,-0.76,0.12,0,0,-0.0303,-0.0845,0.9901,-0.24,0.24,-0.18,122,105,38,,,1.7465000000000002,-4.8781,318.8617,63.981,0.5,1.7465,-4.8781,951.34,-0.9753359155924279,-0.62,0.04625883453339341,-0.9753359155924279,0.06447262723701609,0.17732550250273205,0.08866463756507459,0.0,0.0,-0.9753359155924279,318.8617
129,75158,33.2,951.46,-0.7,0.12,0,0,-0.0309,-0.085,0.9906,-0.24,0.12,-0.24,122,107,34,,,1.7801,-4.9043,318.4033,64.481,0.5,1.7801,-4.9043,951.34,-0.8866727870842261,-0.5599999999999999,0.050723287720636695,-0.8866727870842261,0.11899851791809124,0.17732701155960484,-0.7092929560043615,0.0,0.0,-0.8866727870842261,318.4033
130,75658,33.21,951.45,-0.62,0.12,0,0,-0.0306,-0.0842,0.9902,-0.18,0.18,-0.18,119,107,30,,,1.7637,-4.8604,317.7589,64.981,0.5,1.7637,-4.8604,951.34,-0.7980089040328231,-0.48,0.046870557985250416,-0.7980089040328231,-0.08236661989339883,-0.5319674535016294,0.08866916496208743,0.0,0.0,-0.7980089040328231,317.7589
131,76158,33.22,951.52,-1.19,0.12,0,0,-0.0306,-0.0848,0.9915,-0.31,0.12,-0.24,122,108,28,,,1.7613,-4.8884,318.2327,65.481,0.5,1.7613,-4.8884,951.34,-1.4186402405858556,-1.0499999999999998,0.059741045586745534,-1.4186402405858556,0.053667994107213374,0.2659961765216923,1.152598790054662,0.0,0.0,-1.4186402405858556,318.2327
132,76658,33.25,951.42,-0.34,0.12,0,0,-0.0304,-0.0851,0.991,-0.24,0.18,-0.18,120,104,37,,,1.7506,-4.908100000000001,318.6726,65.981,0.5,1.7506,-4.9081,951.34,-0.5320127275111308,-0.2,0.05512871199333283,-0.5320127275111308,0.26103201225359735,0.6206313365530325,-0.5319923530433845,0.0,0.0,-0.5320127275111308,318.6726
133,77158,33.27,951.45,-0.61,0.12,0,0,-0.0305,-0.0848,0.9912,-0.18,0.12,-0.18,123,107,33,,,1.7561,-4.8899,318.6465,66.481,0.5,1.7561,-4.8899,951.34,-0.7980089040328231,-0.47,0.0569037370329632,-0.7980089040328231,0.10432386167282187,-0.2659961765216923,-0.975282341578183,0.0,0.0,-0.7980089040328231,318.6465
134,77658,33.27,951.45,-0.62,0.12,0,0,-0.03,-0.0844,0.9905,-0.18,0.18,-0.18,121,107,35,,,1.7286,-4.8704,318.1497,66.981,0.5,1.7286,-4.8704,951.34,-0.7980089040328231,-0.48,0.05041773169837127,-0.7980089040328231,-0.03186184999371183,-0.35465100502515057,0.08866916496208743,0.0,0.0,-0.7980089040328231,318.1497
135,78158,33.29,951.49,-0.96,0.12,0,0,-0.0306,-0.0851,0.99,-0.12,0.18,-0.24,121,107,33,,,1.7639000000000002,-4.913,318.1819,67.481,0.5,1.7639,-4.913,951.34,-1.1526599090579737,-0.82,0.04517190325717475,-1.1526599090579737,-0.0652929360966179,-0.17732701155960484,0.6206381269988981,0.0,0.0,-1.1526599090579737,318.1819
136,78658,33.29,951.47,-0.74,0.12,0,0,-0.0306,-0.084,0.9926,-0.18,0.12,-0.18,118,105,33,,,1.7595,-4.8372,318.0021,67.981,0.5,1.7595,-4.8372,951.34,-0.9753359155924279,-0.6,0.07026272914584733,-0.9753359155924279,0.06855465964211968,0.2659871219737475,0.08866463756507459,0.0,0.0,-0.9753359155924279,318.0021
137,79158,33.32,951.46,-0.73,0.12,0,0,-0.0304,-0.0848,0.9913,-0.24,0.18,-0.24,122,107,39,,,1.7501,-4.889400000000001,318.3241,68.481,0.5,1.7501,-4.8894,951.34,-0.8866727870842261,-0.59,0.05797419757031477,-0.8866727870842261,0.035473714286674625,-0.08866237399453025,-0.17732323892234447,0.0,0.0,-0.8866727870842261,318.3241
138,79658,33.34,951.48,-0.84,0.12,0,0,-0.0308,-0.084,0.9916,-0.18,0.18,-0.18,120,105,35,,,1.7727,-4.8421,318.4494,68.981,0.5,1.7727,-4.8421,951.34,-1.0639982895869582,-0.7,0.06030488077275627,-1.0639982895869582,0.07330539746583618,0.08866388305140305,0.44331639714326965,0.0,0.0,-1.0639982895869582,318.4494
139,80158,33.35,951.45,-0.61,0.12,0,0,-0.0312,-0.0835,0.9907,-0.24,0.18,-0.18,119,107,31,,,1.7974,-4.8177,317.7529,69.481,0.5,1.7974,-4.8177,951.34,-0.7980089040328231,-0.47,0.05099484857799899,-0.7980089040328231,0.18408655555280357,0.3546540231487394,-0.13299582457710457,0.0,0.0,-0.7980089040328231,317.7529
140,80658,33.32,951.44,-0.53,0.12,0,0,-0.031,-0.0837,0.9902,-0.24,0.18,-0.24,121,107,35,,,1.7868,-4.8316,318.1638,69.981,0.5,1.7868,-4.8316,951.34,-0.7093442664382188,-0.39,0.04635423844997205,-0.7093442664382188,0.12339846934329254,-0.044331941525701524,-0.24382492386292198,0.0,0.0,-0.7093442664382188,318.1638
143,82158,33.36,951.46,-0.72,0.12,0,0,-0.0288,-0.0834,0.991,-0.18,0.18,-0.12,120,107,35,,,1.6588,-4.8105,317.9085,71.481,1.5,1.6588,-4.8105,951.34,-0.8866727870842261,-0.58,0.05612642921825864,-0.8866727870842261,0.003237750522009447,-0.13299582457710457,0.06649791228855229,0.0,0.0,-0.8866727870842261,317.9085
144,82658,33.42,951.47,-0.82,0.12,0,0,-0.031,-0.0844,0.9915,-0.24,0.12,-0.12,121,107,33,,,1.7844,-4.8655,318.1896,71.981,0.5,1.7844,-4.8655,951.34,-0.9753359155924279,-0.6799999999999999,0.059251937082516734,-0.9753359155924279,0.05146377372597956,0.08866388305140305,0.17732738883120547,0.0,0.0,-0.9753359155924279,318.1896
145,83158,33.44,951.45,-0.57,0.12,0,0,-0.0305,-0.0833,0.991,-0.24,0.12,-0.12,121,106,36,,,1.7566000000000002,-4.8048,318.4072,72.481,0.5,1.7566,-4.8048,951.34,-0.7980089040328231,-0.42999999999999994,0.05452924349037533,-0.7980089040328231,0.06726278506547845,0.0443315642541009,-0.02216578212705045,0.0,0.0,-0.7980089040328231,318.4072
148,84658,33.48,951.46,-0.68,0.12,0,0,-0.0297,-0.0835,0.99,-0.31,0.18,-0.12,121,107,36,,,1.7123,-4.8211,318.1369,73.981,1.5,1.7123,-4.8211,951.34,-0.8866727870842261,-0.54,0.04555863108952876,-0.8866727870842261,0.08083968395828994,0.04433231879730215,-0.02216578212705045,0.0,0.0,-0.8866727870842261,318.1369
149,85158,33.49,951.44,-0.52,0.12,0,0,-0.03,-0.0841,0.9899,-0.31,0.12,-0.12,122,105,34,,,1.7297,-4.8561,318.9227,74.481,0.5,1.7297,-4.8561,951.34,-0.7093442664382188,-0.38,0.04447138423356237,-0.7093442664382188,0.06871691738338076,0.0,-0.39898634194604155,0.0,0.0,-0.7093442664382188,318.9227000000001
150,85658,33.52,951.46,-0.73,0.12,0,0,-0.03,-0.0836,0.99,-0.12,0.18,-0.18,120,107,37,,,1.7296,-4.8269,317.8896,74.981,0.5,1.7296,-4.8269,951.34,-0.8866727870842261,-0.59,0.04530847620751484,-0.8866727870842261,-0.05730390405815433,-0.3546540231487394,-0.2659871219737475,0.0,0.0,-0.8866727870842261,317.8896
151,86158,33.53,951.48,-0.9,0.12,0,0,-0.031,-0.0837,0.991,-0.24,0.12,-0.12,121,106,34,,,1.7854,-4.8278,318.4395,75.481,0.5,1.7854,-4.8278,951.34,-1.0639982895869582,-0.76,0.0541705903422363,-1.0639982895869582,-0.10880811324927328,-0.2659871219737475,0.3546540231487394,0.0,0.0,-1.0639982895869582,318.4395
152,86658,33.55,951.49,-0.93,0.12,0,0,-0.0305,-0.0835,0.9907,-0.06,0.12,-0.12,120,105,33,,,1.7571,-4.8177,318.4793,75.981,0.5,1.7571,-4.8177,951.34,-1.1526599090579737,-0.79,0.05165358808187637,-1.1526599090579737,-0.0553208794722234,0.0,0.354648741444763,0.0,0.0,-1.1526599090579737,318.4793
153,87158,33.56,951.48,-0.85,0.12,0,0,-0.0306,-0.0847,0.9906,-0.31,0.18,-0.18,118,110,32,,,1.7629,-4.8871,316.7145,76.481,0.5,1.7629,-4.8871,951.34,-1.0639982895869582,-0.71,0.0509198223595238,-1.0639982895869582,0.009646560962030822,0.08866161947101547,0.08866237399453025,0.0,0.0,-1.0639982895869582,316.7145
154,87658,33.58,951.48,-0.85,0.12,0,0,-0.0308,-0.0831,0.9894,-0.18,0.18,-0.24,121,108,30,,,1.7768,-4.801,317.9785,76.981,0.5,1.7768,-4.801,951.34,-1.0639982895869582,-0.71,0.0385596666874298,-1.0639982895869582,0.04883838753534056,0.08866237399453025,0.17732776608311962,0.0,0.0,-1.0639982895869582,317.9785
155,88158,33.59,951.47,-0.75,0.12,0,0,-0.0303,-0.0828,0.9912,-0.18,0.12,-0.12,119,105,32,,,1.7449,-4.775100000000001,318.2594,77.481,0.5,1.7449,-4.7751,951.34,-0.9753359155924279,-0.61,0.0565324777878142,-0.9753359155924279,0.14006621280421014,0.2659893855541351,-0.08866237399453025,0.0,0.0,-0.9753359155924279,318.2594
156,88658,33.6,951.45,-0.58,0.12,0,0,-0.0302,-0.0835,0.9913,-0.18,0.18,-0.18,119,106,34,,,1.7388,-4.8148,317.9611,77.981,0.5,1.7388,-4.8148,951.34,-0.7980089040328231,-0.43999999999999995,0.057795794749361584,-0.7980089040328231,0.11264274011926062,0.0,-0.08865935578235229,0.0,0.0,-0.7980089040328231,317.9611
157,89158,33.63,951.47,-0.8,0.12,0,0,-0.0303,-0.0825,0.9906,-0.18,0.12,-0.12,122,107,35,,,1.7459,-4.7608,318.3967,78.481,0.5,1.7459,-4.7608,951.34,-0.9753359155924279,-0.66,0.050588081157994555,-0.9753359155924279,0.1510678637227662,0.1773300297717828,0.4433231880812971,0.0,0.0,-0.9753359155924279,318.3967
158,89658,33.64,951.43,-0.42,0.12,0,0,-0.0297,-0.0834,0.9916,-0.06,0.18,-0.12,120,105,34,,,1.7096,-4.8076,318.4571,78.981,0.5,1.7096,-4.8076,951.34,-0.6206788742610403,-0.27999999999999997,0.06116282727125617,-0.6206788742610403,0.2688739142660286,0.4433231880812971,-0.3546600595435656,0.0,0.0,-0.6206788742610403,318.4571
159,90158,33.66,951.42,-0.36,0.12,0,0,-0.0311,-0.082,0.9913,0.18,0.12,0.0,122,107,36,,,1.7908000000000002,-4.728700000000001,318.3934,79.481,0.5,1.7908,-4.7287,951.34,-0.5320127275111308,-0.21999999999999997,0.056540912481922306,-0.5320127275111308,0.1389862370807322,-0.1773300297717828,-0.3546562867389702,0.0,0.0,-0.5320127275111308,318.3934
160,90658,33.67,951.45,-0.56,0.12,0,0,-0.0311,-0.0845,0.9904,-0.49,0.24,-0.43,120,107,38,,,1.7921000000000002,-4.8766,317.8809,79.981,0.5,1.7921,-4.8766,951.34,-0.7980089040328231,-0.42000000000000004,0.048438615107255556,-0.7980089040328231,0.1383593302036823,0.08866690134232691,0.3546600595435656,0.0,0.0,-0.7980089040328231,317.8809
161,91158,33.69,951.41,-0.22,0.12,0,0,-0.032,-0.0853,0.99,-0.85,0.18,-0.06,120,105,35,,,1.8445000000000003,-4.9245,318.4536,80.481,0.5,1.8445,-4.9245,951.34,-0.4433458261688039,-0.07999999999999999,0.04390206571558644,-0.4433458261688039,0.1659835852982446,0.1773300297717828,-0.7979809842314967,0.0,0.0,-0.4433458261688039,318.45360000000005
162,91658,33.71,951.43,-0.44,0.12,0,0,-0.0988,-0.1068,0.9929,14.71,-34.06,-16.85,118,107,36,,,5.6502,-6.1393,317.9863,80.981,0.5,5.6502,-6.1393,951.34,-0.6206788742610403,-0.3,-0.01684788553121891,-0.6206788742610403,-0.13139826594129977,-0.7093140828891698,3.018320453573864e-06,0.0,0.0,-0.6206788742610403,317.9863
163,92158,33.71,951.49,-0.99,0.12,0,0,-0.3881,-0.2317,0.8982,-4.58,9.89,17.88,116,109,34,,,22.7039,-14.4647,319.6128,81.481,0.5,22.7039,-14.4647,951.34,-1.1526599090579737,-0.85,-1.9996005738242073,-1.1526599090579737,-0.6950213525381902,0.17733304809223638,1.004857844635673,0.0,0.0,-1.1526599090579737,319.6128
164,92658,33.73,951.41,-0.23,0.12,0,0,-0.3903,-0.3885,0.7971,-6.65,-5.98,-8.36,109,108,36,,,23.7569,-25.9842,321.0761,81.981,0.5,23.7569,-25.9842,951.34,-0.4433458261688039,-0.09,-2.767734793775647,-0.4433458261688039,-1.2874112457018416,0.29554376174650326,-0.11822203206149091,0.0,0.0,-0.4433458261688039,321.07610000000005
166,93658,33.73,951.44,-0.5,0.12,0,0,-0.3431,-0.3416,0.8599,-0.49,7.51,0.92,111,106,39,,,20.3454,-21.6657,320.2707,82.981,1.0,20.3454,-21.6657,951.34,-0.7093442664382188,-0.36,-1.971837361082537,-0.7093442664382188,-1.6296243033921893,0.0,0.039414889651561626,0.0,0.0,-0.7093442664382188,320.2707
167,94158,33.74,951.41,-0.25,0.12,0,0,-0.1763,-0.3417,0.9067,-19.53,33.57,9.4,112,103,36,,,10.3121,-20.6495,318.8846,83.481,0.5,10.3121,-20.6495,951.34,-0.4433458261688039,-0.10999999999999999,-0.8120182107369058,-0.4433458261688039,-1.2388669070991463,0.3546660962238457,-0.44332696091542223,0.0,0.0,-0.4433458261688039,318.8846
168,94658,33.76,951.4,-0.16,0.12,0,0,-0.0107,0.0015,0.9877,-1.71,0.98,5.25,130,102,36,,,0.6207,0.087,321.9778,83.981,0.5,0.6207,0.087,951.34,-0.3546781702143731,-0.01999999999999999,0.03216563751021849,-0.3546781702143731,-0.9629650458678322,-0.44332696091542223,-0.2659976856376245,0.0,0.0,-0.3546781702143731,321.9778
169,95158,33.81,951.46,-0.69,0.12,0,0,-0.0057,-0.0437,0.9668,-49.62,36.74,301.39,113,105,37,,,0.3375,-2.588,316.7418,84.481,0.5,0.3375,-2.588,951.34,-0.8866727870842261,-0.5499999999999999,-0.17046992079972229,-0.8866727870842261,-0.6692438673163885,0.08866841058622121,1.3299997479996484,0.0,0.0,-0.8866727870842261,316.7418
170,95658,33.84,951.39,-0.07,0.12,0,0,0.0748,0.6157,1.3085,96.92,7.39,162.35,21,79,47,,,-2.961,25.1988,289.9688,84.981,0.5,-2.961,25.1988,951.34,-0.2660097596281519,0.07,3.941199572125239,-0.2660097596281519,1.1631282081922294,0.8866727870842261,-0.26600447712687325,0.0,0.0,-0.2660097596281519,289.96880000000004
171,96158,33.85,951.36,0.21,0.21,0,0,-0.049,0.2955,1.8607,59.33,-64.64,42.36,42,73,44,,,1.4898,9.0239,303.4165,85.481,0.5,1.4898,9.0239,951.34,0.0,0.35,8.697554865485275,0.0,3.615491738443027,-0.17733606654065204,0.7095284190967144,0.0,0.0,0.0,303.4165
172,96658,33.87,951.41,-0.21,0.21,0,0,-0.3312,0.304,1.6707,-183.9,40.83,-100.65,37,58,62,,,11.0363,10.3127,315.4478,85.981,0.5,11.0363,10.3127,951.34,-0.4433458261688039,-0.06999999999999998,6.2681317762552995,-0.4433458261688039,5.031772153107432,1.5962012061809405,2.660315728312069,0.0,0.0,-0.4433458261688039,315.4478
173,97158,33.88,951.18,1.82,1.82,0,0,0.6628,-0.1919,0.4838,-0.55,101.68,-99.06,78,78,36,,,-51.8589,-21.6358,280.88,86.481,0.5,-51.8589,-21.6358,951.34,1.5962012061809405,1.96,-7.946938321936761,1.5962012061809405,1.5331952153498398,2.482979661771417,0.08894320794399668,0.0,0.0,1.5962012061809405,280.88
174,97658,33.89,951.13,2.22,2.22,0,0,0.2579,-0.0377,0.7144,16.72,-50.11,-94.42,74,52,45,,,-19.8243,-3.0208,314.4117,86.981,0.5,-19.8243,-3.0208,951.34,2.039633835602613,2.3600000000000003,-3.1469036480592005,2.039633835602613,0.534877065588472,1.6851444141249372,-0.7090603731318419,-0.15908435589333014,-0.2222222222222222,2.039633835602613,314.4117
175,98158,33.91,950.99,3.47,3.47,0,0,0.326,0.2637,1.0428,144.04,156.68,-90.33,82,68,48,,,-16.861,14.1913,322.8935,87.481,0.5,-16.861,14.1913,951.34,3.2813456203058777,3.6100000000000003,0.2411482616310089,3.2813456203058777,1.0282738938158427,1.7739192886395752,-0.17715253024107103,-0.39434009798258257,-0.8593086419753085,3.2813456203058777,322.8935
176,98658,33.94,950.93,4.03,4.03,0,0,0.1937,0.0249,1.1298,-92.96,-9.03,-55.73,96,66,49,,,-9.7262,1.2626,323.2126,87.981,0.5,-9.7262,1.2626,951.34,3.8135531242421883,4.17,1.2864066445891371,3.8135531242421883,1.6169821053682296,1.5079918838838662,0.6213510097858022,-0.43103130569644504,-1.8443683399854587,3.8135531242421883,323.2126
177,99158,33.94,950.82,5.02,5.02,0,1,0.1333,0.1666,1.2872,-66.53,-15.38,-81.42,90,48,38,,,-5.8638,7.3747,334.1093,88.481,0.5,-5.8638,7.3747,951.34,4.789337504189744,5.159999999999999,3.0069924713480076,4.789337504189744,2.8787423268366146,2.3952702984253773,0.798770969293324,-0.27397167371631725,-3.08274458836972,4.789337504189744,334.1093
178,99658,33.95,950.66,6.38,6.38,0,1,0.458,0.0162,0.5652,-71.78,-47.42,-20.32,62,35,27,,,-39.0075,1.6418,313.149,88.981,0.5,-39.0075,1.6418,951.34,6.208823422667566,6.52,-5.900450161505475,6.208823422667566,0.7212657817816481,2.30676285317719,-1.0643265535938657,-0.014360771969498379,-4.513779270328341,6.208823422667566,313.149
179,100158,33.96,950.56,7.32,7.32,0,1,0.2032,0.0745,0.8065,23.8,97.41,-7.75,62,36,33,,,-14.0839,5.2777,328.8331,89.481,0.5,-14.0839,5.2777,951.34,7.096100357366934,7.46,-1.9706611231137812,7.096100357366934,0.2676047284270089,1.3309437448315116,-0.17698980323424607,0.23139648379259836,-6.147995596690291,7.096100357366934,328.8331
180,100658,33.98,950.51,7.73,7.73,0,1,0.4291,0.0658,1.0723,43.88,-84.72,-8.61,67,46,38,,,-21.7726,3.5115,318.733,89.981,0.5,-21.7726,3.5115,951.34,7.539767167499077,7.87,-0.06384577752897808,7.539767167499077,0.8670455764226613,2.129773049942944,0.5326632403324556,0.4352397572794917,-7.98292040405731,7.539767167499077,318.733
181,101158,33.99,950.32,9.41,9.41,0,1,0.6221,0.1819,1.0348,-51.51,82.64,-49.99,69,42,39,,,-30.6298,9.9698,323.2767,90.481,0.5,-30.6298,9.9698,951.34,9.225873407309878,9.55,-1.3701630312584618,9.225873407309878,0.742511702250276,1.8636069851639672,-0.9759641333532247,0.6271189971160828,-9.995427377383704,9.225873407309878,323.2767
182,101658,33.99,950.3,9.56,9.56,0,1,0.2328,0.1516,0.9418,-18.92,-23.68,-95.58,78,65,50,,,-13.7147,9.1444,320.0639,90.981,0.5,-13.7147,9.1444,951.34,9.403374152663044,9.700000000000001,-0.6221393831090141,9.403374152663044,0.6722309793270858,1.1538089165897194,0.5329491786452127,0.8770903040048468,-12.140544224845836,9.403374152663044,320.0639
183,102158,34.01,950.19,10.61,10.61,0,1,0.4152,0.0396,0.8486,-81.36,24.54,-125.31,90,68,50,,,-26.0468,2.6718,312.6302,91.481,0.5,-26.0468,2.6718,951.34,10.379682323899598,10.75,-2.428240286540284,10.379682323899598,0.4375926119743557,2.39655616380918,0.35521100596199773,1.205991973098841,-14.371265911724608,10.379682323899598,312.6302
184,102658,34.02,950.03,11.96,11.96,0,1,0.6439,0.1938,1.1411,-94.06,-74.89,-174.07,118,59,42,,,-29.0878,9.6389,332.8467,91.981,0.5,-29.0878,9.6389,951.34,11.799930316472224,12.100000000000001,-0.29374366912344235,11.799930316472224,0.6968204924589954,1.5090199225517171,-1.4200233181556339,1.519375625672438,-16.69538758930655,11.799930316472224,332.8467
185,103158,34.03,950.02,12.1,12.1,0,1,0.3538,0.0681,1.051,-57.01,16.72,-100.77,70,37,34,,,-18.5686,3.7073000000000005,328.9757,92.481,0.5,-18.5686,3.7073,951.34,11.888702246451315,12.24,0.027471042048344885,11.888702246451315,0.7992149575399605,0.976532845653546,1.598474393430351,1.803551202951323,-19.106948145480885,11.888702246451315,328.9757
186,103658,34.06,949.92,13.01,13.01,0,1,0.4749,0.1429,0.8859,-132.75,-0.37,-130.07,58,52,43,,,-27.8889,9.1632,307.2504,92.981,0.5,-27.8889,9.1632,951.34,12.77646316212577,13.15,-2.2521569516011066,12.77646316212577,0.8179224264869609,3.107494315982068,2.220033146014835,2.0825682079935466,-21.576117921766738,12.77646316212577,307.2504
187,104158,34.03,949.67,15.17,15.17,0,1,0.2228,-0.0356,0.9634,-49.99,53.89,-85.14,74,71,55,,,-13.013,-2.1163,309.0747,93.481,0.5,-13.013,-2.1163,951.34,14.996196562433383,15.31,-0.4605392085157744,14.996196562433383,1.4572905453755094,3.196565991668381,-0.7984696099448332,2.3177555747191105,-23.999547727452203,14.996196562433383,309.0747
188,104658,34.07,949.56,16.13,16.13,0,1,0.4174,0.1948,1.0117,-107.12,-48.77,-80.57,101,64,49,,,-22.0544,10.8988,327.9499,93.981,0.5,-22.0544,10.8988,951.34,15.973029153794151,16.27,-0.5455710403891549,15.973029153794151,1.5593449187996995,2.309024706037235,-1.4202719667171895,2.5134621258691205,-26.287504474895435,15.973029153794151,327.9499
