n,t_ms,temp_C,pressure_hPa,altitude_m,max_altitude_m,descent_count,teensy_trigger,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,mag_x_uT,mag_y_uT,mag_z_uT,humidity_pct,sound_db,pitch_deg,roll_deg,heading_deg
262,141658,34.38,944.72,59.2,59.2,0,1,0.4047,0.1104,0.8905,4.09,6.41,41.32,106,47,35,,,-24.2759,7.0672,335.5705
263,142158,34.32,944.83,58.29,59.2,0,1,0.3783,0.1143,0.8729,6.29,-8.61,22.16,111,53,35,,,-23.2539,7.46,334.1652
264,142658,34.34,944.8,58.54,59.2,0,1,0.399,0.1346,0.9052,10.19,3.48,-6.65,114,56,38,,,-23.5569,8.4577,333.9969
265,143158,34.34,944.74,59.11,59.2,0,1,0.3566,0.1362,0.9209,-7.26,9.4,-20.39,114,56,47,,,-20.96,8.413,334.3691
266,143658,34.38,944.76,58.85,59.2,0,1,0.3961,0.1229,0.928,-1.4,-10.44,-6.47,111,50,36,,,-22.935,7.5441,335.8549
267,144158,34.39,944.85,58.11,59.2,0,1,0.3939,0.1134,0.9073,-5,14.47,-26.61,105,48,33,,,-23.3061,7.1242,335.0907
268,144658,34.38,944.79,58.66,59.2,0,1,0.3712,0.1213,0.9039,-12.88,-11.47,-32.65,99,44,41,,,-22.1471,7.6432,336.2196
269,145158,34.38,944.79,58.66,59.2,0,1,0.3776,0.1205,0.9,-18.86,-7.08,-32.59,91,39,37,,,-22.5797,7.6259,337.1053
270,145658,34.39,944.81,58.47,59.2,0,1,0.4005,0.149,0.973,-27.77,1.28,-44.31,83,40,39,,,-22.14,8.7063,334.7432
271,146158,34.39,944.78,58.68,59.2,0,1,0.3823,0.1268,0.9027,-17.88,-9.89,-39.12,76,40,38,,,-22.7527,7.9959,331.0434
272,146658,34.39,944.77,58.78,59.2,0,1,0.3604,0.1256,0.8978,-8.85,3.48,-23.8,70,41,43,,,-21.6805,7.9639,327.363
273,147158,34.38,944.75,58.96,59.2,0,1,0.395,0.1345,0.9165,-4.82,-13,-16.42,65,45,43,,,-23.0944,8.3488,320.7441
274,147658,34.39,944.78,58.7,59.2,0,1,0.3989,0.1204,0.8981,4.39,-5.86,2.56,65,46,38,,,-23.7601,7.6356,319.6821
275,148158,34.39,944.78,58.72,59.2,0,1,0.3846,0.1223,0.9288,13.31,0.31,18.19,63,47,40,,,-22.3201,7.5013,318.113
276,148658,34.38,944.77,58.83,59.2,0,1,0.4071,0.1451,0.9231,6.9,-7.63,21.06,63,45,42,,,-23.5411,8.9331,319.8525
295,158158,34.38,944.82,58.34,59.41,0,1,0.3761,0.129,0.9075,-1.77,-0.31,-0.92,82,41,43,,,-22.3089,8.0903,332.7897
300,160658,34.38,944.82,58.37,59.41,0,1,0.3842,0.1266,0.9358,21.61,-5.49,29.24,110,50,40,,,-22.139,7.7045,335.7959
301,161158,34.35,944.8,58.56,59.41,0,1,0.3912,0.1028,0.9019,-4.82,-2.69,-8.85,110,53,39,,,-23.3141,6.5026,332.965
302,161658,34.36,944.81,58.47,59.41,0,1,0.3499,0.1129,0.9246,-25.76,-4.88,-38.27,106,50,38,,,-20.5884,6.9617,334.5842
303,162158,34.35,944.79,58.6,59.41,0,1,0.3622,0.1255,0.9248,-43.15,-16.85,-58.65,102,47,38,,,-21.211,7.7281,335.63
304,162658,34.36,944.79,58.6,59.41,0,1,0.3586,0.1104,0.8846,-28.87,-5.13,-61.83,87,42,39,,,-21.913,7.1139,333.3691
305,163158,34.36,944.79,58.61,59.41,0,1,0.3497,0.1266,0.8927,-11.78,0.43,-35.64,76,39,38,,,-21.1989,8.0717,332.4626
306,163658,34.38,944.78,58.75,59.41,0,1,0.4161,0.1531,0.9369,-6.84,-4.7,-11.9,63,43,43,,,-23.6684,9.2807,321.6386
307,164158,34.38,944.87,57.9,59.41,0,1,0.3667,0.1171,0.928,10.38,7.14,15.26,66,46,44,,,-21.4073,7.1919,320.4401
308,164658,34.38,944.81,58.41,59.41,0,1,0.3744,0.1292,0.8807,13.43,-4.76,29.91,68,45,42,,,-22.8123,8.3458,322.9098
309,165158,34.38,944.79,58.62,59.41,0,1,0.3937,0.1428,0.9293,12.21,7.69,29.91,75,39,38,,,-22.7209,8.736,332.1275
310,165658,34.36,944.77,58.8,59.41,0,1,0.358,0.1062,0.9362,8.18,2.81,33.26,87,42,42,,,-20.8048,6.4718,333.0091
311,166158,34.36,944.79,58.58,59.41,0,1,0.3866,0.1031,0.9333,-2.99,-1.46,25.02,94,42,40,,,-22.3782,6.3038,334.7872
312,166658,34.29,944.81,58.47,59.41,0,1,0.349,0.1302,0.8676,3.42,7.87,-10.19,99,45,35,,,-21.6929,8.5346,336.5781
313,167158,34.31,944.77,58.77,59.41,0,1,0.374,0.1251,0.9458,-13,-10.44,-30.21,94,43,36,,,-21.4061,7.5347,335.6023
314,167658,34.31,944.76,58.85,59.41,0,1,0.385,0.1199,0.9053,-3.85,-5,-24.29,87,41,36,,,-22.8599,7.5445,334.2992
315,168158,34.34,944.73,59.13,59.41,0,1,0.3657,0.1241,0.9216,-3.11,0.31,-23.25,79,42,42,,,-21.4678,7.6692,330.7611
316,168658,34.35,944.79,58.59,59.41,0,1,0.3451,0.1129,0.8784,-19.65,-6.41,-15.81,74,43,43,,,-21.2893,7.324,327.3958
317,169158,34.35,944.75,58.99,59.41,0,1,0.3746,0.1322,0.9344,1.34,5.74,-7.81,73,42,47,,,-21.6504,8.0528,327.8929
318,169658,34.35,944.77,58.79,59.41,0,1,0.3856,0.1329,0.9498,-10.31,8.79,7.26,74,42,42,,,-21.9033,7.9654,328.5812
319,170158,34.34,944.77,58.82,59.41,0,1,0.3615,0.1177,0.8987,8.67,3.54,23.32,76,40,43,,,-21.7442,7.4614,330.5858
320,170658,34.32,944.75,58.99,59.41,0,1,0.3594,0.1312,0.9006,21.91,8.42,27.65,84,40,42,,,-21.549,8.2886,334.8018
321,171158,34.32,944.78,58.71,59.41,0,1,0.3571,0.1282,0.9542,27.53,-2.32,35.22,91,41,35,,,-20.3502,7.6521,336.3385
322,171658,34.31,944.75,59,59.41,0,1,0.3669,0.1168,0.9219,11.78,8.48,30.03,98,46,43,,,-21.5454,7.2206,334.4138
323,172158,34.31,944.81,58.4,59.41,0,1,0.3771,0.1293,0.918,-2.87,-1.89,-1.16,99,45,37,,,-22.135,8.0174,336.0275
324,172658,34.31,944.82,58.39,59.41,0,1,0.3812,0.1208,0.9346,-17.09,-4.82,-36.93,98,43,40,,,-22.0238,7.3648,336.3724
325,173158,34.31,944.86,58.01,59.41,0,1,0.3617,0.1277,0.9176,-25.21,3.91,-35.28,88,41,37,,,-21.3266,7.9228,335.3471
326,173658,34.29,944.89,57.76,59.41,0,1,0.3654,0.1292,0.899,-15.75,-8.06,-24.48,80,40,39,,,-21.9158,8.1783,333.1533
327,174158,34.29,944.86,57.98,59.41,0,1,0.3729,0.1312,0.8973,3.23,-8,1.95,81,43,37,,,-22.3528,8.3186,331.4235
328,174658,34.29,944.87,57.93,59.41,0,1,0.3883,0.1216,0.8873,10.56,0,22.28,80,41,40,,,-23.44,7.8035,331.42
329,175158,34.28,944.82,58.37,59.41,0,1,0.3702,0.1149,0.9453,13.67,8.24,29.05,88,42,40,,,-21.2441,6.9302,333.7179
330,175658,34.28,944.9,57.67,59.41,0,1,0.3604,0.1216,0.8977,23.44,-6.65,20.14,91,41,35,,,-21.6945,7.7142,336.0918
331,176158,34.28,944.86,57.98,59.41,0,1,0.3837,0.1222,0.9172,-16.91,1.83,-3.48,94,43,37,,,-22.5225,7.5889,335.3419
332,176658,34.27,944.94,57.32,59.41,0,1,0.3696,0.1058,0.9165,-8.97,-9.16,-15.01,92,42,41,,,-21.8317,6.585,334.5181
333,177158,34.27,944.93,57.41,59.41,0,1,0.389,0.1259,0.9336,-11.17,-1.22,-27.95,88,41,38,,,-22.4371,7.6803,334.8005
334,177658,34.25,944.94,57.29,59.41,0,1,0.3983,0.1169,0.9556,-23.38,-0.85,-19.84,82,40,33,,,-22.476,6.9744,332.9889
335,178158,34.25,944.93,57.39,59.41,0,1,0.3816,0.1365,0.9122,11.41,-5,0.49,80,41,34,,,-22.476,8.5105,332.7541
336,178658,34.18,944.93,57.4,59.41,0,1,0.3752,0.1313,0.9097,8.18,7.63,18.01,84,43,38,,,-22.206,8.213,332.5072
337,179158,34.17,944.9,57.63,59.41,0,1,0.3606,0.1193,0.8988,21.55,-0.12,38.27,90,43,39,,,-21.6884,7.5608,334.1857
338,179658,34.15,944.93,57.4,59.41,0,1,0.3632,0.1373,0.9302,20.08,9.95,31.31,96,44,38,,,-21.12,8.3964,336.2991
339,180158,34.15,944.94,57.26,59.41,0,1,0.3802,0.1172,0.9191,4.27,-1.28,19.29,100,47,37,,,-22.3104,7.2669,334.4623
340,180658,34.22,944.95,57.23,59.41,0,1,0.3861,0.1123,0.9233,7.08,0.67,10.31,107,47,40,,,-22.5441,6.9348,335.9591
341,181158,34.21,944.97,57.03,59.41,0,1,0.3784,0.1263,0.8942,1.59,-7.32,-4.46,108,50,38,,,-22.7343,8.0395,335.4621
342,181658,34.22,944.91,57.54,59.41,0,1,0.3851,0.1277,0.9244,-1.83,-6.04,-13.92,106,48,40,,,-22.4247,7.8653,335.9287
343,182158,34.21,944.96,57.1,59.41,0,1,0.3811,0.12,0.9103,-4.03,-1.4,-20.51,103,45,37,,,-22.5415,7.5097,336.6248
344,182658,34.2,944.88,57.79,59.41,0,1,0.3761,0.1309,0.9346,-10.93,-5.55,-28.08,100,44,42,,,-21.7287,7.973,336.8768
345,183158,34.21,944.95,57.15,59.41,0,1,0.3773,0.1132,0.9364,-10.99,-3.05,-26,90,41,36,,,-21.8021,6.893,335.0339
346,183658,34.18,944.94,57.27,59.41,0,1,0.3799,0.1235,0.942,-16.05,4.21,-22.89,85,41,36,,,-21.7949,7.4691,333.838
347,184158,34.18,944.95,57.17,59.41,0,1,0.3594,0.1161,0.915,-9.4,1.71,-12.63,80,38,37,,,-21.289,7.2313,334.0773
348,184658,34.18,944.99,56.83,59.41,0,1,0.3641,0.1144,0.9163,2.14,-4.46,-4.33,78,38,38,,,-21.5192,7.1166,333.0679
349,185158,34.18,944.95,57.18,59.41,0,1,0.3877,0.1354,0.9122,6.71,-9.03,2.14,78,40,37,,,-22.8024,8.4429,332.3795
350,185658,34.17,944.95,57.21,59.41,0,1,0.373,0.1245,0.9227,11.17,0.73,10.13,78,41,39,,,-21.8319,7.6845,331.1392
351,186158,34.17,944.97,57.05,59.41,0,1,0.3811,0.121,0.9116,2.5,0.37,14.53,83,42,37,,,-22.5102,7.5609,332.2015
352,186658,34.15,944.96,57.11,59.41,0,1,0.3451,0.1193,0.8473,1.34,5.8,14.22,82,42,39,,,-21.965,8.0146,332.2977
353,187158,34.17,944.98,56.91,59.41,0,1,0.3899,0.1379,0.947,6.53,-2.2,13.18,87,43,38,,,-22.1672,8.285,333.6887
354,187658,34.15,944.92,57.49,59.41,0,1,0.3535,0.1235,0.8463,2.81,0.06,3.54,90,41,37,,,-22.4564,8.3025,336.0492
355,188158,34.14,944.92,57.5,59.41,0,1,0.3497,0.1129,0.8611,4.82,-3.05,2.87,90,43,39,,,-21.9328,7.4695,334.0349
356,188658,34.14,944.97,56.98,59.41,0,1,0.3353,0.1144,0.8579,1.65,-4.7,0.67,92,43,34,,,-21.1768,7.5955,335.1517
357,189158,34.14,945.03,56.47,59.41,0,1,0.3629,0.1296,0.8866,0.49,0.43,-9.28,91,41,30,,,-22.0486,8.3164,336.6131
358,189658,34.14,945.1,55.87,59.41,0,1,0.3646,0.1168,0.9122,0.18,6.35,-9.22,91,39,41,,,-21.6262,7.2966,336.9372
359,190158,34.14,945.2,54.97,59.41,0,1,0.3685,0.1171,0.8904,5.07,-9.95,-8.12,88,39,40,,,-22.3096,7.4922,336.0006
360,190658,34.13,945.27,54.31,59.41,0,1,0.3794,0.1338,0.9464,24.29,-12.08,-2.26,90,43,41,,,-21.6501,8.047,334.5617
361,191158,34.09,945.37,53.48,59.41,0,1,0.3781,0.1537,0.9065,-6.29,-8.3,7.81,87,44,40,,,-22.3539,9.6232,334.1127
362,191658,34.09,945.45,52.75,59.41,0,1,0.359,0.1238,0.9324,0.79,8.54,6.96,89,44,37,,,-20.8908,7.5632,333.4923
363,192158,34.07,945.57,51.66,59.41,0,1,0.3101,0.0808,0.933,-2.08,8.54,2.2,89,43,36,,,-18.3212,4.9496,332.8794
364,192658,34.06,945.62,51.25,59.41,0,1,0.3768,0.1278,0.9133,-7.63,3.3,-5,89,42,36,,,-22.2244,7.9658,334.8342
365,193158,34.09,945.7,50.5,59.41,0,1,0.3478,0.0975,0.9011,-1.46,4.64,-0.85,89,42,38,,,-20.9935,6.1754,333.5865
366,193658,34.09,945.79,49.7,59.41,0,1,0.3284,0.0852,0.8733,8.06,6.29,18.31,90,44,40,,,-20.5193,5.5722,332.1728
367,194158,34.09,945.89,48.79,59.41,0,1,0.3401,0.1315,0.9915,4.39,0.55,13.73,94,45,37,,,-18.78,7.5549,334.9511
368,194658,34.06,946.04,47.44,59.41,0,1,0.3419,0.0765,0.9143,-12.94,-2.99,3.3,97,43,38,,,-20.4377,4.7828,334.4808
369,195158,34.06,946.15,46.51,59.41,0,1,0.344,0.1212,0.9564,12.39,3.05,2.81,96,46,38,,,-19.6378,7.2223,334.4733
370,195658,34.03,946.27,45.42,59.41,0,1,0.3632,0.1525,0.9534,12.7,2.01,-8,94,45,41,,,-20.6148,9.0877,335.7391
371,196158,34.02,946.35,44.68,59.41,0,1,0.3629,0.0721,0.9724,-14.53,-2.26,5.98,95,44,46,,,-20.4142,4.2405,332.3482
372,196658,34.02,946.44,43.93,59.41,0,1,0.3237,0.0896,0.8562,-8.12,-10.99,22.77,99,44,39,,,-20.6069,5.9742,335.2838
373,197158,34.01,946.58,42.7,59.41,0,1,0.2493,0.0997,0.8158,12.45,-1.83,9.7,100,44,40,,,-16.8743,6.9676,337.1046
374,197658,33.99,946.72,41.39,59.41,0,1,0.3365,0.0951,0.9227,-21,3.05,-19.9,101,49,42,,,-19.9392,5.8845,332.953
375,198158,33.98,946.86,40.19,59.41,0,1,0.2849,0.0637,0.9014,-17.94,0.67,9.46,96,46,43,,,-17.4989,4.0422,332.4835
376,198658,33.98,946.94,39.42,59.41,0,1,0.2968,0.166,0.9016,36.62,5.31,-1.34,97,44,37,,,-17.9394,10.4323,338.7296
377,199158,33.95,947.08,38.23,59.41,0,1,0.2482,0.1013,0.9695,-12.45,-14.1,-1.59,97,46,41,,,-14.2852,5.965,334.9894
378,199658,33.95,947.2,37.18,59.41,0,1,0.3456,0.1191,1.0463,19.04,-0.85,5.62,95,46,40,,,-18.1692,6.494,333.9315
379,200158,33.94,947.39,35.49,59.41,0,1,0.2957,0.1511,0.885,-41.5,-2.5,-17.88,99,47,39,,,-18.2297,9.6889,336.9123
380,200658,33.91,947.5,34.5,59.41,0,1,0.3236,0.125,0.8954,18.07,-16.97,15.44,101,43,37,,,-19.6939,7.9473,338.1894
381,201158,33.91,947.7,32.74,59.41,0,1,0.2701,0.0887,0.8666,8.48,18.31,61.16,107,51,38,,,-17.2265,5.8441,334.2779
382,201658,33.88,947.84,31.42,59.41,0,1,0.3546,0.152,0.8916,37.35,-3.3,14.28,110,53,42,,,-21.4079,9.6748,335.914
383,202158,33.87,947.97,30.3,59.41,0,1,0.3435,0.0874,0.9763,-24.9,8.73,-15.14,109,55,45,,,-19.3124,5.1156,331.4957
384,202658,33.85,948.1,29.14,59.41,0,1,0.3286,0.0914,0.9507,19.23,-27.4,-13.61,104,55,39,,,-18.986,5.4915,330.744
385,203158,33.84,948.29,27.5,59.41,0,1,0.2869,0.1676,0.9031,-23.56,30.03,-23.56,104,49,42,,,-17.3462,10.5135,337.9115
386,203658,33.78,948.4,26.48,59.41,0,1,0.3202,0.0774,1.0306,0.79,-14.71,-7.08,106,50,43,,,-17.214,4.295,333.3465
387,204158,33.77,948.57,24.94,59.41,0,1,0.3224,0.0603,0.9905,37.05,45.41,55.97,110,50,38,,,-17.9985,3.4838,333.8269
388,204658,33.73,948.72,23.64,59.41,0,1,0.2722,0.1086,0.9617,-12.94,2.2,-11.96,112,58,43,,,-15.7088,6.4428,332.7251
389,205158,33.73,948.81,22.82,59.41,0,1,0.3767,0.0327,0.9159,-7.57,-41.93,-21,106,49,40,,,-22.344,2.0447,330.8442
390,205658,33.76,948.94,21.63,59.41,0,1,0.3237,0.1089,0.8774,-5.43,12.88,-6.9,102,50,41,,,-20.1088,7.0752,333.5953
391,206158,33.76,949.07,20.56,59.41,0,1,0.2753,0.1166,0.9955,-24.35,-9.58,-13.12,100,48,45,,,-15.3585,6.6804,334.9236
392,206658,33.74,949.26,18.8,59.41,0,1,0.3456,0.0994,1.0663,12.33,32.1,41.93,103,49,38,,,-17.8855,5.3257,333.7971
393,207158,33.73,949.38,17.79,59.41,0,1,0.2659,0.0863,0.9221,10.13,2.32,21.3,110,55,44,,,-16.0192,5.3468,332.8512
394,207658,33.71,949.45,17.14,59.41,0,1,0.3749,0.1282,0.8594,7.93,-2.56,-2.75,108,56,36,,,-23.3383,8.4845,332.4997
395,208158,33.69,949.55,16.27,59.41,0,1,0.3248,0.1298,0.9454,13.92,34.24,-21.42,110,56,40,,,-18.7968,7.8176,333.4925
396,208658,33.67,949.65,15.36,59.41,0,1,0.2477,0.1085,0.9127,-14.16,-28.02,-36.13,104,52,42,,,-15.0826,6.7794,333.9958
397,209158,33.66,949.81,13.93,59.41,0,1,0.3015,0.1445,1.0017,4.64,6.53,-54.81,92,47,46,,,-16.589,8.2086,334.0768
398,209658,33.64,949.85,13.6,59.41,0,1,0.335,0.1814,1.1257,1.22,3.17,-47.55,83,47,43,,,-16.3729,9.1542,331.8557
399,210158,33.62,949.95,12.75,59.41,0,1,0.369,0.0614,1.1099,-22.77,-18.13,-0.85,79,43,42,,,-18.3638,3.1664,327.4855
400,210658,33.6,949.96,12.62,59.41,0,1,0.3364,0.1406,0.8577,7.2,6.77,31.56,78,37,36,,,-21.1587,9.3095,336.0593
401,211158,33.59,950.04,11.87,59.41,0,1,0.2979,0.106,0.905,-15.38,7.57,-32.1,84,41,37,,,-18.1044,6.6804,333.8239
402,211658,33.58,950.04,11.92,59.41,0,1,0.3346,0.0746,0.9111,-29.85,30.4,7.81,82,34,37,,,-20.1038,4.6809,335.9041
403,212158,33.58,950.1,11.37,59.41,0,1,0.3301,0.1271,0.8694,16.78,-22.58,-0.79,83,38,42,,,-20.5909,8.3173,336.2484
404,212658,33.58,950.16,10.82,59.41,0,1,0.4297,0.1582,0.8451,12.82,-9.95,-7.93,87,38,38,,,-26.5549,10.6029,338.5186
405,213158,33.58,950.23,10.19,59.41,0,1,0.3694,0.1366,0.9912,36.01,23.32,52.61,91,41,38,,,-20.2637,7.8467,336.4666
406,213658,33.55,950.31,9.5,59.41,0,1,0.3661,0.1245,0.8813,35.34,14.47,79.16,100,45,41,,,-22.3586,8.0409,336.1863
407,214158,33.55,950.33,9.34,59.41,0,1,0.3854,0.1045,0.9479,-5.8,15.93,42.24,112,49,38,,,-22.0053,6.2911,335.8124
408,214658,33.51,950.44,8.34,59.41,0,1,0.3937,0.1484,0.8788,29.6,-8.73,61.46,122,58,37,,,-23.8331,9.5849,335.8434
409,215158,33.51,950.5,7.82,59.41,0,1,0.3733,0.1443,0.9459,48.71,23.13,60.79,115,73,46,,,-21.3126,8.6738,326.6971
410,215658,33.49,950.61,6.86,59.41,0,1,0.3203,0.0953,1.0305,36.01,37.05,70.62,85,76,55,,,-17.1973,5.2836,313.4609
411,216158,33.44,950.59,7,59.41,0,1,0.4037,0.16,0.8627,19.71,25.88,67.5,74,62,47,,,-24.7073,10.5069,315.028
412,216658,33.42,950.68,6.25,59.41,0,1,0.4376,0.0806,0.8324,21.55,-29.05,7.75,75,53,52,,,-27.6213,5.5306,313.2825
413,217158,33.42,950.77,5.47,59.41,0,1,0.4252,0.131,0.8939,16.54,-1.04,28.26,71,53,50,,,-25.2036,8.3373,315.9857
414,217658,33.41,950.78,5.32,59.41,0,1,0.4114,0.1433,1.0936,62.74,9.22,69.4,59,52,44,,,-20.4555,7.4652,312.5144
415,218158,33.44,950.97,3.66,59.41,0,0,0.3679,0.1121,0.9235,38.94,31.43,92.1,66,37,34,,,-21.5775,6.921,328.4596
416,218658,33.41,950.98,3.56,59.41,0,0,0.3499,0.1227,0.8644,1.95,-5.37,67.38,92,36,29,,,-21.8395,8.0791,340.0717
417,219158,33.4,951.08,2.72,59.41,0,0,0.443,0.1761,0.9873,71.59,-14.77,69.89,107,46,34,,,-23.8323,10.1132,339.0387
418,219658,33.4,951.11,2.43,59.41,0,0,0.3474,0.191,1.0214,74.58,10.38,86.73,102,65,46,,,-18.4861,10.5919,328.7103
419,220158,33.41,951.15,2.08,59.41,0,0,0.4109,0.1417,0.8602,37.78,-1.95,45.9,86,59,50,,,-25.2358,9.3543,321.511
420,220658,33.4,951.21,1.49,59.41,0,0,0.5145,0.1616,0.9012,-45.53,-22.77,49.8,78,59,48,,,-29.3335,10.166,315.3504
421,221158,33.4,951.33,0.47,59.41,0,0,0.5504,0.189,1.0118,60.61,-36.07,99,81,65,54,,,-28.1348,10.5807,313.6777
422,221658,33.4,951.27,1.03,59.41,0,0,0.4413,0.1237,1.0348,36.25,13.61,54.08,55,64,45,,,-22.95,6.8168,300.5486
423,222158,33.39,951.33,0.42,59.41,0,0,0.3357,0.1257,0.8508,34.79,8.24,82.82,55,45,33,,,-21.3223,8.4043,316.6022
424,222658,33.39,951.41,-0.22,59.41,0,0,0.4305,0.1393,0.9955,0.92,-13.37,41.99,71,40,26,,,-23.1842,7.9657,329.49
425,223158,33.38,951.42,-0.35,59.41,0,0,0.7859,0.189,0.9911,-131.23,-160.77,54.2,75,41,43,,,-37.9158,10.7965,322.3239
426,223658,33.38,951.37,0.15,59.41,0,0,0.4153,0.2245,0.8907,-39.86,172.36,23.68,97,41,31,,,-24.3288,14.1467,343.022
427,224158,33.36,951.37,0.13,59.41,0,0,0.8484,-0.0098,0.4344,-36.5,-18.19,-59.08,77,37,21,,,-62.8806,-1.2924,292.9493
428,224658,33.36,951.34,0.36,59.41,0,0,0.8872,0.1949,0.4858,-32.04,9.4,-69.09,69,41,28,,,-59.4599,21.8604,315.8491
429,225158,33.36,951.3,0.76,59.41,0,0,0.7091,-0.2205,0.361,2.87,-16.54,30.82,59,44,34,,,-59.1818,-31.4167,270.806
430,225658,33.36,951.32,0.52,59.41,0,0,0.819,0.0071,0.6473,-53.1,-20.51,-50.23,54,42,24,,,-51.6771,0.6284,289.5081
0,10677,33.28,951.36,-0.14,-0.14,0,0,0.0659,0.0328,0.9944,-1.46,0.55,-1.1,69,68,54,,,-3.7895,1.8892,314.6701
1,11177,33.28,951.34,-0.01,-0.01,0,0,0.0642,0.0448,1.0011,-0.18,-0.12,0.73,66,69,56,,,-3.6657,2.5623,313.2356
2,11677,33.29,951.37,-0.22,-0.01,0,0,0.0759,0.0295,0.998,0.67,2.38,-2.56,68,68,54,,,-4.3472,1.6931,313.8907
3,12177,33.22,951.36,-0.16,-0.01,0,0,0.0774,0.0336,0.9952,-0.37,0.06,0.67,66,68,54,,,-4.4446,1.9337,313.0449
4,12677,33.22,951.34,0.05,0.05,0,0,0.0735,0.0325,0.9979,-1.83,-0.18,0.06,68,67,54,,,-4.2103,1.8654,314.468
5,13177,33.22,951.31,0.28,0.28,0,0,0.0586,0.0344,0.9907,-0.98,-0.18,0.92,68,68,56,,,-3.3831,1.9887,314.4277
6,13677,33.24,951.36,-0.17,0.28,0,0,0.0697,0.0385,0.9873,-0.31,0.18,-1.22,69,68,52,,,-4.0351,2.2331,314.7513
7,14177,33.27,951.33,0.11,0.28,0,0,0.0823,0.0304,0.9979,0.06,2.38,-0.24,68,69,51,,,-4.7125,1.7449,313.3932
8,14677,33.29,951.34,0.04,0.28,0,0,0.1234,-0.0077,0.9879,16.24,6.59,40.53,67,63,54,,,-7.1198,-0.4466,313.2854
9,15177,33.28,951.33,0.11,0.28,0,0,0.1313,0.0061,0.9557,-3.54,-3.6,0.79,63,57,54,,,-7.8225,0.3657,314.2106
10,15677,33.28,951.32,0.16,0.28,0,0,0.1343,-0.056,0.9602,-3.42,-10.86,-4.58,63,62,58,,,-7.9488,-3.3378,309.5916
11,16177,33.28,951.38,-0.33,0.28,0,0,0.1039,-0.0271,1.0148,-14.47,23.44,-1.83,62,65,56,,,-5.8438,-1.5297,310.0327
12,16677,33.28,951.36,-0.17,0.28,0,0,0.2151,0.1621,0.9427,-10.38,-0.24,2.2,74,57,57,,,-12.6735,9.7568,323.6052
13,17177,33.28,951.38,-0.34,0.28,0,0,0.2562,0.23,0.9531,21.73,-22.64,-10.13,80,56,56,,,-14.6443,13.5671,329.6821
14,17677,33.27,951.35,-0.12,0.28,0,0,0.1333,0.1084,0.9678,-0.37,-11.05,4.88,71,63,54,,,-7.7942,6.3909,318.5892
15,18177,33.27,951.41,-0.58,0.28,0,0,0.0554,0.1178,0.9594,2.75,-1.95,-14.22,69,67,52,,,-3.2803,7,317.8345
